ending1,ending2,labels,startphrase,valid,Obj,Vis,Soc,Cul
Swarane masku nek nyanyi merdu,Swarane masku nek nyanyi cempreng,0,Swarane masku nek nyanyi koyo swarane Didi kempot,1,,,1,1
Swarane masku nek nyanyi merdu,Swarane masku nek nyanyi cempreng,1,Swarane masku nek nyanyi koyo tutup panci njeblok,1,,,1,
Kulite wong wedok iku Halus,Kulite wong wedok iku kasar,0,Kulite wong wedok iku kaya kulit bayi,1,,1,,
Kulite wong wedok iku Halus,Kulite wong wedok iku kasar,1,Kulite wong wedok iku kaya kulit salak,1,,1,,
Dina iki hawa ing njaba krasa adem,Dina iki hawa ing njaba krasa panas,0,Dina iki hawa ing njaba krasa kaya ing kutub lor,1,,,1,
Dina iki hawa ing njaba krasa adem,Dina iki hawa ing njaba krasa panas,1,Dina iki hawa ing njaba krasa kaya ana ing gurun wedi,1,,,1,
Semangate nandhang pacoban urip iku Wani,Semangate nandhang pacoban urip iku Wedi,0,Semangate nandhang pacoban urip iku kaya raja singa ing tengah alas,1,,,1,
Semangate nandhang pacoban urip iku Wani,Semangate nandhang pacoban urip iku Wedi,1,Semangate nandhang pacoban urip iku kaya kura-kura sing kerep ndhelik ing cangkang,1,,,1,
Nalika ngrampungake masalah dheweke Ora Tenang,"Nalika ngrampungake masalah dheweke kuwat, tenang kebak kawicaksanan",0,Nalika ngrampungake masalah dheweke kaya ombak ing tengah samodra,1,,,1,
Nalika ngrampungake masalah dheweke Ora Tenang,"Nalika ngrampungake masalah dheweke kuwat, tenang kebak kawicaksanan",1,Nalika ngrampungake masalah dheweke kaya gunung,1,,,1,
Ponakanku yen sekolah aktif,Ponakanku yen sekolah pasif menengae,0,Ponakanku yen sekolah kaya kidang sing pinter lan lincah,1,,,1,
Ponakanku yen sekolah aktif,Ponakanku yen sekolah pasif menengae,1,Ponakanku yen sekolah kaya tumpukan kayu,1,,,1,
Sabare Jembar,Sabare Ciyut,0,Sabare kaya samodra,1,1,,,
Sabare Jembar,Sabare Ciyut,1,Sabare kaya bolongan sedotan,1,1,,,
Mentale kuwat,Mentale ora kuwat,0,Mentale kaya baja,1,1,,,
Mentale kuwat,Mentale ora kuwat,1,Mentale kaya tempe,1,1,,,
Esemmu apik,Esemmu kecut,0,Esemmu koyo rembulan sing madhangi wengi kang peteng ndhedhet,1,,,1,
Esemmu apik,Esemmu kecut,1,Esemmu koyo jeruk durung mateng nanging wis dipetik,1,,,1,
Mbak Siti mbagi wektune teratur,Mbak Siti mbagi wektune ora teratur,0,Mbak Siti mbagi wektune kaya bebek sing baris,1,,,1,
Mbak Siti mbagi wektune teratur,Mbak Siti mbagi wektune ora teratur,1,Mbak Siti mbagi wektune kaya macet kenderaan ing ibu kota,1,,,1,
Yen nyuarake panemune banter,Yen nyuarake panemune ora banter,0,Yen nyuarake panemune kaya nggeroman macan,1,,,1,
Yen nyuarake panemune banter,Yen nyuarake panemune ora banter,1,Yen nyuarake panemune kaya buntut tikus sing kecepit ing lawang,1,,,1,
Gedhe,cilik,0,Ukuran awak bocah iku kaya gajah,1,1,,,
Gedhe,cilik,1,Ukuran awak bocah iku kaya semut,1,1,,,
Rambute bocah iku Lembut,Rambute bocah iku kaku,0,Rambute bocah iku kaya kain sutra,1,1,,,
Rambute bocah iku Lembut,Rambute bocah iku kaku,1,Rambute bocah iku kaya sapu aren,1,1,,,
Kekancan kita kuat,Kekancan kita rapuh,0,Kekancan kita ibarat rante,1,1,,,
Kekancan kita kuat,Kekancan kita rapuh,1,Kekancan kita ibarat kayu padat sing kerep kena banyu,1,1,,,
Tresnaku marang sliramu jeru,Tresnaku marang sliramu cethek,0,Tresnaku marang sliramu sejeroning samudra Hindia,1,,,1,
Tresnaku marang sliramu jeru,Tresnaku marang sliramu cethek,1,Tresnaku marang sliramu jerone kaya kolam bocah,1,,,1,
Mlayune cepet,Mlayune alon,0,Mlayune kaya macan tutul nguber mangsane,1,,1,,
Mlayune cepet,Mlayune alon,1,Mlayune kaya keong kebon,1,,1,,
Awake gedi,Awake dowo kuru,0,Awake kaya bal basket,1,1,,,
Awake gedi,Awake dowo kuru,1,Awake kaya cagak daya,1,1,,,
Anake pasangan kuwi akeh banget nganti akeh,Anake pasangan kuwi akeh banget nganti sithik,0,Anake pasangan kuwi kaya cacahe anggota pemaine sepak bola,1,,1,,
Anake pasangan kuwi akeh banget nganti akeh,Anake pasangan kuwi akeh banget nganti sithik,1,Anake pasangan kuwi kaya cacahing wiji rambutan,1,,1,,
Adikku yen ndek omah cerewet,Adikku yen ndek omah gak enek suarane,0,Adikku yen ndek omah kaya manuk beo,1,1,,,
Adikku yen ndek omah cerewet,Adikku yen ndek omah gak enek suarane,1,Adikku yen ndek omah kaya wong loro untu,1,,,,1
Uripe bocah kuwi bebas,Uripe bocah kuwi dikekang,0,Uripe bocah kuwi kaya manuk sing mabur bebas ing langit,1,,,1,
Uripe bocah kuwi bebas,Uripe bocah kuwi dikekang,1,Uripe bocah kuwi kaya manuk ing kandhang,1,,,1,
Omongan tanggaku perih,Omongan tanggaku nyenengne,0,Omongan tanggaku kaya driji kenek peso sing landhep,1,,,1,
Omongan tanggaku perih,Omongan tanggaku nyenengne,1,Omongan tanggaku kaya teh sing diombe yen udan,1,,,1,
Kendaraane mlaku cepet,Kendaraane mlaku alon,0,Kendaraane mlaku kaya angin,1,,1,,
Kendaraane mlaku cepet,Kendaraane mlaku alon,1,Kendaraane mlaku kaya macan luwe,1,,1,,
Wong wedok iku sregep,Wong wedok iku males,0,Wong wedok iku kaya polahe semut,1,1,,,
Wong wedok iku sregep,Wong wedok iku males,1,Wong wedok iku kaya polahe kebo,1,1,,,
Yen nggawakne oleh-oleh abot,Yen nggawakne oleh-oleh entheng,0,Yen nggawakne oleh-oleh kaya abote watu,1,1,,,
Yen nggawakne oleh-oleh abot,Yen nggawakne oleh-oleh entheng,1,Yen nggawakne oleh-oleh kaya entheng kapas,1,1,,,
Hubungan katresnan kita romantis,Hubungan katresnan kita tukaran wae,0,Hubungan katresnan kita kaya crita Romeo lan Juliet,1,,,,1
Hubungan katresnan kita romantis,Hubungan katresnan kita tukaran wae,1,Hubungan katresnan kita kaya asu lan kucing,1,,,1,1
Raine koncoku mulus,Raine koncoku kasar,0,Raine koncoku kaya aspal dalan gedhe,1,,1,,
Raine koncoku mulus,Raine koncoku kasar,1,Raine koncoku kaya dalane deso ora roto akeh krikile,1,,1,,
Hubungan seduluranku karo mbakyuku pasti mbutuhne,Hubungan seduluranku karo mbakyuku gak iso nyatu,0,Hubungan seduluranku karo mbakyuku iku ibarat manungsa karo oksigen,1,,,1,
Hubungan seduluranku karo mbakyuku pasti mbutuhne,Hubungan seduluranku karo mbakyuku gak iso nyatu,1,Hubungan seduluranku karo mbakyuku iku ibarat banyu lan lengo,1,,,1,
Dalan-dalan ing desaku lampune padhang,Dalan-dalan ing desaku lampune remang-remang,0,Dalan-dalan ing desaku lampune kaya ing pasar malam,1,,1,,1
Dalan-dalan ing desaku lampune padhang,Dalan-dalan ing desaku lampune remang-remang,1,Dalan-dalan ing desaku lampune kaya ing warung-warunge cah enom,1,,1,,1
Bapake koncoku iku gagah,Bapake koncoku iku medeni,0,Bapake koncoku iku kaya raden werkudara,1,,,,1
Bapake koncoku iku gagah,Bapake koncoku iku medeni,1,Bapake koncoku iku kaya buto ijo,1,,,,1
Bapak tirine sifat apik,Bapak tirine sifat jahat,0,Bapak tirine sifate kaya Gatot Kaca,1,,,,1
Bapak tirine sifat apik,Bapak tirine sifat jahat,1,Bapak tirine sifate kaya Sengkuni,1,,,,1
"Nalika ngawasi ujian, pandelenge guru iku fokus ngamati muride","Nalika ngawasi ujian, pandelenge guru iku ora fokus mergo ngantuk",0,"Nalika ngawasi ujian, pandelenge guru iku kaya manuk garudha ngarah mangsane",1,,,1,
"Nalika ngawasi ujian, pandelenge guru iku fokus ngamati muride","Nalika ngawasi ujian, pandelenge guru iku ora fokus mergo ngantuk",1,"Nalika ngawasi ujian, pandelenge guru iku kaya bocah cilik ditembangake",1,,,1,
Masku nalika ngumbara tetep ileng lan balik ana asale,Masku nalika ngumbara lali karo asale,0,Masku nalika ngumbara kaya kebo seng ileng mulih menyang kandhange,1,,,1,
Masku nalika ngumbara tetep ileng lan balik ana asale,Masku nalika ngumbara lali karo asale,1,Masku nalika ngumbara kaya kacang lali karo kulitnya,1,,,,1
"Wong kuwi sifate Nggambarake wong saka kelas ngisor, nanging sugih ing kawruh",Wong kuwi sifate wong sing akeh omong nanging ora gelem nyambut gawe lan kemeruh,0,Wong kuwi sifate kaya bathok bolu isi madu,1,,,1,
"Wong kuwi sifate Nggambarake wong saka kelas ngisor, nanging sugih ing kawruh",Wong kuwi sifate wong sing akeh omong nanging ora gelem nyambut gawe lan kemeruh,1,Wong kuwi sifate kaya drum kosong menehi swara banter,1,,,1,
Dheweke nek nari luwes,Dheweke nek nari kaku,0,Dheweke nek nari kaya ombak ular-ular.,1,,1,,
Dheweke nek nari luwes,Dheweke nek nari kaku,1,Dheweke nek nari kaya robot diuripake bateraine,1,,1,,
Aku lan kowe kembar,Aku lan kowe bedho,0,Aku lan kowe kaya pinang dibelah loro,1,,,,1
Aku lan kowe kembar,Aku lan kowe bedho,1,Aku lan kowe kaya awan lan wengi,1,,,1,
Dheweke mlumpat dhuwur banget,Dheweke mlumpat cendhek,0,Dheweke mlumpat kaya kangguru,1,1,,,
Dheweke mlumpat dhuwur banget,Dheweke mlumpat cendhek,1,Dheweke mlumpat kaya kelinci,1,1,,,
Awake panas,Awake adem,0,Awake kaya inti bumi,1,1,,,
Awake panas,Awake adem,1,Awake kaya es batu,1,1,,,
Atine mantep lan kuat,Atine iso rapuh lan gampang pecah.,0,Atine ibarat watu sing ora bakal goyah senajan kahalang ombak gedhe,1,1,,,
Atine mantep lan kuat,Atine iso rapuh lan gampang pecah.,1,Atine ibarat koco,1,1,,,
Roke mbak Ayu dowone cekak,Roke mbak Ayu dowone landhung,0,Roke mbak Ayu dowone kaya telung kilan,1,,,1,
Roke mbak Ayu dowone cekak,Roke mbak Ayu dowone landhung,1,Roke mbak Ayu dowone kaya nyapu dalan,1,,,1,
Perasaane bungah,Perasaane susah,0,Perasaane wong lanang iku dijodohne tonggone dewe kaya ketiban duren,1,,,1,
Perasaane bungah,Perasaane susah,1,Perasaane wong lanang iku dijodohne tonggone dewe kaya ketiban ondo,1,,,1,
Kamare mas Andi kemproh,Kamare mas Andi resikan,0,Kamare mas Andi kaya kandang kewan,1,1,,,
Kamare mas Andi kemproh,Kamare mas Andi resikan,1,Kamare mas Andi kaya kamar hotel,1,1,,,
Udane deres,Udane gerimis,0,Udan awan ini kaya banyu langsung diguyur soko dhuwur,1,,,1,
Udane deres,Udane gerimis,1,Udan awan ini kaya sitok-sitok banyune jeblok,1,,,1,
Semangate mempeng,Semangate kesed,0,Semangate urip wong kuwi ibarat terus ngibadah ngiro urip muk sampe sesok,1,,,1,
Semangate mempeng,Semangate kesed,1,Semangate urip wong kuwi ibarat enthong mlungker ndek njero godhong gedhang,1,,,1,
Wong lanang iku nemui bapake pacare kendhel,Wong lanang iku nemui bapake pacare jireh,0,Wong lanang iku nemui bapake pacare kaya Werkudhara,1,,,,1
Wong lanang iku nemui bapake pacare kendhel,Wong lanang iku nemui bapake pacare jireh,1,Wong lanang iku nemui bapake pacare kaya Petruk,1,,,,1
Susune cuwer,Susune kenthel,0,Nek gaekne susu nggo anake kaya banyu,1,,,1,
Susune cuwer,Susune kenthel,1,Nek gaekne susu nggo anake kaya santen soko kambil tuwek,1,,,1,
blangko,goroh,0,Areke nek gae janji kaya merpati,1,,,1,
blangko,goroh,1,Areke nek gae janji kaya ndelok gajah numpak becak,1,,,1,
sugih,mlarat,0,Bondone wong tuane ibarat pitung turunan gak entek-entek,1,,,1,
sugih,mlarat,1,Bondone wong tuane ibarat muk klambi lan kathok ndek awak,1,,,1,
gemi,ngebreh,0,Cah enom mburi omahku kuwi yen ngetokne duwit dipikir kanggone,1,,,1,
gemi,ngebreh,1,Cah enom mburi omahku kuwi ngentek-ngentekne duwit,1,,,1,
Nek gae alasan aneh,Nek gae alasan lumrah,0,Nek gae alasan kaya ketemu setan awan-awan,1,,,,1
Nek gae alasan aneh,Nek gae alasan lumrah,1,Nek gae alasan kaya wong kesel mergo sedinoan nyambut gae,1,,,1,
Bocah-bocah kuwi polahe antheng,Bocah-bocah kuwi polahe ronggeh,0,Bocah-bocah kuwi polahe kaya wong manten disandingne,1,,,1,
Bocah-bocah kuwi polahe antheng,Bocah-bocah kuwi polahe ronggeh,1,Bocah-bocah kuwi polahe kaya wong ndek pasar,1,,,1,
angel,gampang,0,Mbiyen bapakku ngluluhne atine ibukku kaya golek dom ndek tengah jerami,1,,,1,
angel,gampang,1,Mbiyen bapakku ngluluhne atine ibukku kaya numpak motor metik ra sah mlebu gigi nek ditumpaki,1,,,1,
Mbakyuku nek ngekei klambi anyar,Mbakyuku nek ngekei klambi lawas,0,Mbakyuku nek ngekei klambi kaya buka plastik soko toko,1,,,1,
Mbakyuku nek ngekei klambi anyar,Mbakyuku nek ngekei klambi lawas,1,Mbakyuku nek ngekei klambi kaya wes nate digae,1,,,1,
Banyune jeding bening,Banyune jeding buthek,0,Banyune jeding kaya sendhang ndek kali,1,,1,,
Banyune jeding bening,Banyune jeding buthek,1,Banyune jeding kaya banyu kopi,1,,1,,
Watake masku kasar,Watake masku alus,0,Watake masku kaya parutan,1,,1,,
Watake masku kasar,Watake masku alus,1,Watake masku kaya kulit bayi,1,,1,,
Atine Ani jembar,Atine Ani ciyut,0,Atine Ani seperti ambane segoro,1,1,,,
Atine Ani jembar,Atine Ani ciyut,1,Atine Ani seperti ambane gang,1,1,,,
Budheku wonge cethil,Budheku wonge lumo,0,Budheku wonge ibarat blonjo susuk seked ripis mesti dijaluk maneh,1,,,1,
Budheku wonge cethil,Budheku wonge lumo,1,Budheku wonge ibarat wong seng ra eman bondho seneng ngekei wong-wong ra nduwe,1,,,1,
Dalane ngarep omah jemek,Dalane ngarep omah kesed,0,Dalane ngarep omah kaya gulo jowo kenek banyu,1,1,,,
Dalane ngarep omah jemek,Dalane ngarep omah kesed,1,Dalane ngarep omah kaya koco dilap kain teles,1,1,,,
Nek nduwe cita-cita duwur banget,Nek nduwe cita-cita ora duwur ( biasa-biasa ae,0,Nek nduwe cita-cita sakduwur langit,1,,1,,
Nek nduwe cita-cita duwur banget,Nek nduwe cita-cita ora duwur ( biasa-biasa ae,1,Nek nduwe cita-cita sakduwur cagak listrik,1,,1,,
Lemari neng njero omahe gedhi,Lemari neng njero omahe cilik,0,Lemari neng njero omahe sakgede lapangan bal-balan,1,1,,,
Lemari neng njero omahe gedhi,Lemari neng njero omahe cilik,1,Lemari neng njero omahe sakgede kerdus mie,1,1,,,
Dadi guru saiki iku ibarat soro,Dadi guru saiki iku ibarat penak,0,Dadi guru saiki iku ibarat mlaku munggah gunung,1,,,1,
Dadi guru saiki iku ibarat soro,Dadi guru saiki iku ibarat penak,1,Dadi guru saiki iku ibarat mlaku-mlaku santai,1,,,1,
Sakpeduluran iku podo nyedak,Sakpeduluran iku podo ngadoh,0,Sakpeduluran iku podo koyo pitik nek dipyuri beras,1,,,1,
Sakpeduluran iku podo nyedak,Sakpeduluran iku podo ngadoh,1,Sakpeduluran iku podo koyo semut kenek srengenge matahari,1,,,1,
Lampu ndek omahe padhang,Lampu ndek omahe peteng,0,Lampu ndek omahe kaya wong nduwe tanggapan,1,,1,,
Lampu ndek omahe padhang,Lampu ndek omahe peteng,1,Lampu ndek omahe kaya dalanan kuburan,1,,1,,
Soale ujian gampang,Soale ujian angel,0,Soale ujian dikerjakne ibarat ditingal merem entuk satus,1,,,1,
Soale ujian gampang,Soale ujian angel,1,Soale ujian dikerjakne ibarat nglebokne benang wengi-wengi,1,,,1,
Irunge bangir,Irunge pesek,0,Irunge iso dicenteli panci,1,,,1,
Irunge bangir,Irunge pesek,1,Irunge dicantoli koco moto mlorot terus,1,,,1,
Usahane mandheg,Usahane mlaku,0,Usahane kaya numpak motor kene lampu abang ndek prapatan,1,,,1,
Usahane mandheg,Usahane mlaku,1,Usahane kaya numpak motor kene lampu ijo,1,,,1,
Warna kulite ireng,Warna kulite putih,0,Warna kulite kaya woh juwet,1,,1,,
Warna kulite ireng,Warna kulite putih,1,Warna kulite kaya susu,1,,1,,
Awake lemu,Awake kuru,0,Awake gedhine sakdrum,1,,1,,
Awake lemu,Awake kuru,1,Awake gedhine sak cagak omah,1,,1,,
Bocah kuwi saen,Bocah kuwi isinan,0,Bocah kuwi nek enek wong anyar kaya wani maju kenalan dewe,1,,,1,
Bocah kuwi saen,Bocah kuwi isinan,1,Bocah kuwi nek enek wong anyar kaya ndelik ra wani metu,1,,,1,
Awake kuat,Awake ringkeh,0,Awake kaya gathot koco,1,,,,1
Awake kuat,Awake ringkeh,1,Awake kaya wong loro,1,,,1,
Hawane saiki sumuk,Hawane saiki isis,0,Hawane saiki kaya gae jaket rangkep limo,1,,,1,
Hawane saiki sumuk,Hawane saiki isis,1,Hawane saiki kaya dikipasi wong sepuluh,1,,,1,
Warna rambute putih,Warna rambute ireng,0,Warnane rambute kaya kembang jambu,1,,1,,
Warna rambute putih,Warna rambute ireng,1,Warnane rambute kaya areng,1,,1,,
Bapake sibuk banget,Bapake ora sibuk,0,Bapake kaya pejabat penting,1,,,1,
Bapake sibuk banget,Bapake ora sibuk,1,Bapake kaya wong ra nduwe penggawean,1,,,1,
Kerjane kuat,Kerjane lemah,0,Kerjane kaya mesin seng gak pernah mati,1,,,1,
Kerjane kuat,Kerjane lemah,1,Kerjane kaya jam kentekkan baterai,1,,,1,
Awake dewe sering bareng,Awake dewe tukaran,0,Awake dewe kaya payung lan udan,1,,,1,
Awake dewe sering bareng,Awake dewe tukaran,1,Awake dewe kaya kucing karo asu.,1,,,1,
Guyonane lucu,Guyonane garing,0,Guyunanne kaya badut lagek atraksi,1,1,,,
Guyonane lucu,Guyonane garing,1,Guyunanne kaya ghodhong wes kuning,1,1,,,
Pas wonge milih lungo soko uripku rasane susah,Pas wonge milih lungo soko uripku rasane bungah,0,Pas wonge milih lungo soko uripku rasane kaya kiamat,1,,,1,
Pas wonge milih lungo soko uripku rasane susah,Pas wonge milih lungo soko uripku rasane bungah,1,Pas wonge milih lungo soko uripku rasane kaya entuk duwit 100 milyar,1,,,1,
Wajahe sumringah,Wajahe pucet,0,Raut wajahe kaya kembang ndek taman seng mekar,1,,1,,
Wajahe sumringah,Wajahe pucet,1,Raut wajahe kaya kembang layu,1,,1,,
Senyumane manis,Senyumane kecut,0,Senyume kaya gula jawa,1,1,,,
Senyumane manis,Senyumane kecut,1,Senyume kaya pencit,1,1,,,
Suarane pak Budi medeni,Suarane pak Budi alus,0,Suarane pak Budi kaya singo ngaum ndek jero alas,1,1,,,
Suarane pak Budi medeni,Suarane pak Budi alus,1,Suarane pak Budi kaya bocah ngaji,1,,,,1
Ilmune dangkal,Ilmune luas,0,Ilmune wong kuwi ibarat banyu sing ombak ora jero,1,1,,,
Ilmune dangkal,Ilmune luas,1,Ilmune wong kuwi ibarat ombone segoro,1,1,,,
Klambine wangi,Klambine mambu,0,Klambine sewangi kembang melati,1,1,,,
Klambine wangi,Klambine mambu,1,Klambine sewangi kringet,1,1,,,
Keteguhane ngadepi kenyataan kuat,Keteguhane ngadepi kenyataan rapuh,0,Keteguhane ngadepi kenyataan kaya watu karang,1,1,,,
Keteguhane ngadepi kenyataan kuat,Keteguhane ngadepi kenyataan rapuh,1,Keteguhane ngadepi kenyataan kaya krupuk,1,1,,,
Jidate ombo,Jidate ciut,0,Jidate kaya lapangan bal-balan,1,,1,,
Jidate ombo,Jidate ciut,1,Jidate kaya kulit kacang seng mengkeret,1,,1,,
Ganang yen nesu ngamuk bengok-bengok,Ganang yen nesu meneng ae,0,Ganang yen nesu kaya macan ngamuk,1,1,,,
Ganang yen nesu ngamuk bengok-bengok,Ganang yen nesu meneng ae,1,Ganang yen nesu kaya patung,1,1,,,
Nek ngguyu banter tur mlengking,Nek ngguyu diempet,0,Nek ngguyu kaya mak lampir,1,,,,1
Nek ngguyu banter tur mlengking,Nek ngguyu diempet,1,Nek ngguyu kaya kebelet,1,,,1,
Wedhange pahit,Wedhange manis,0,Wedhange kaya obat loro untu,1,,,,1
Wedhange pahit,Wedhange manis,1,Wedhange kaya kolak gedhang,1,1,,,
Nek mangan akeh,Nek mangan sithik,0,Nek mangan ngentekne sego sakwakul,1,,,1,
Nek mangan akeh,Nek mangan sithik,1,Nek mangan muk pirang pulukan,1,,,1,
Awake kuat,Awake ringkih,0,Awake kaya gedung duwur,1,1,,,
Awake kuat,Awake ringkih,1,Awake kaya kripik,1,1,,,